"id","s","pseudost"
1,2.71185484098541,1.00312534289014
1,4.39935660467873,1.00964524170149
1,7.03784180376443,1.03505100158372
1,9.4477523492395,1.00661783972623
1,12.602646950927,0.838101435097883
1,16.2485537714818,0.668095008994442
1,18.7036148658182,0.502609059183669
1,22.4821514236532,0.313591250956961
2,2.71185484098541,1.00312534289014
2,4.39935660467873,0.994104327434343
2,7.03784180376443,0.869309498533084
2,9.4477523492395,0.74508300258276
2,12.602646950927,0.620349758456086
2,16.2485537714818,0.494513623410057
2,18.7036148658182,0.372023475208607
2,22.4821514236532,0.232115408276741
3,2.71185484098541,1.00312534289014
3,4.39935660467873,1.00964524170149
3,7.03784180376443,1.03505100158372
3,9.4477523492395,1.01739954296727
3,12.602646950927,0.84707818933623
3,16.2485537714818,0.675250854877163
3,18.7036148658182,0.507992414721912
3,22.4821514236532,0.316950070633538
4,2.71185484098541,1.00312534289014
4,4.39935660467873,1.00964524170149
4,7.03784180376443,0.91006671236255
4,9.4477523492395,0.780015908881751
4,12.602646950927,0.649434598547145
4,16.2485537714818,0.517698688711789
4,18.7036148658182,0.389465640920776
4,22.4821514236532,0.242998042533259
5,2.71185484098541,1.00312534289014
5,4.39935660467873,-0.0485316252263601
5,7.03784180376443,-0.0424392104773688
5,9.4477523492395,-0.0363745414297227
5,12.602646950927,-0.0302851332156706
5,16.2485537714818,-0.0241418824748507
5,18.7036148658182,-0.0181619809670792
5,22.4821514236532,-0.0113317462693203
6,2.71185484098541,-0.0107578468625888
6,4.39935660467873,-0.00956663981651218
6,7.03784180376443,-0.0083656922438422
6,9.4477523492395,-0.00717021395280426
6,12.602646950927,-0.00596985903348468
6,16.2485537714818,-0.00475889058020584
6,18.7036148658182,-0.0035801218166398
6,22.4821514236532,-0.00223373387035508
7,2.71185484098541,1.00312534289014
7,4.39935660467873,1.00964524170149
7,7.03784180376443,1.03505100158372
7,9.4477523492395,0.990250015949414
7,12.602646950927,0.824473724505651
7,16.2485537714818,0.657231639658221
7,18.7036148658182,0.494436527181279
7,22.4821514236532,0.308492189395452
8,2.71185484098541,-0.0298597982277897
8,4.39935660467873,-0.0265534486857177
8,7.03784180376443,-0.0232200630498482
8,9.4477523492395,-0.0199018581145083
8,12.602646950927,-0.0165701174651076
8,16.2485537714818,-0.0132089175764349
8,18.7036148658182,-0.00993709210001725
8,22.4821514236532,-0.00620001785796376
9,2.71185484098541,1.00312534289014
9,4.39935660467873,1.00964524170149
9,7.03784180376443,1.03505100158372
9,9.4477523492395,-0.296405250538555
9,12.602646950927,-0.246784485673857
9,16.2485537714818,-0.196724974175368
9,18.7036148658182,-0.14799654668434
9,22.4821514236532,-0.0923390085475262
10,2.71185484098541,1.00312534289014
10,4.39935660467873,1.00964524170149
10,7.03784180376443,0.961948834198211
10,9.4477523492395,0.824483946080136
10,12.602646950927,0.686458307368184
10,16.2485537714818,0.547212246429126
10,18.7036148658182,0.411668742691973
10,22.4821514236532,0.25685115228589
11,2.71185484098541,1.00312534289014
11,4.39935660467873,-0.0430824119871431
11,7.03784180376443,-0.0376740639048876
11,9.4477523492395,-0.0322903461899386
11,12.602646950927,-0.0268846670637686
11,16.2485537714818,-0.0214311909413709
11,18.7036148658182,-0.0161227229228871
11,22.4821514236532,-0.010059398568103
12,2.71185484098541,1.00312534289014
12,4.39935660467873,-0.0424987135991159
12,7.03784180376443,-0.0371636400600437
12,9.4477523492395,-0.031852863185577
12,12.602646950927,-0.0265204224426725
12,16.2485537714818,-0.021140832276842
12,18.7036148658182,-0.0159042855850657
12,22.4821514236532,-0.00992310966364585
13,2.71185484098541,1.00312534289014
13,4.39935660467873,1.00964524170149
13,7.03784180376443,0.998081432016988
13,9.4477523492395,0.855453105532888
13,12.602646950927,0.712242965613541
13,16.2485537714818,0.567766562125371
13,18.7036148658182,0.427131790813974
13,22.4821514236532,0.266498962080846
14,2.71185484098541,1.00312534289014
14,4.39935660467873,1.00964524170149
14,7.03784180376443,0.989105832489031
14,9.4477523492395,0.847760141568415
14,12.602646950927,0.705837869375046
14,16.2485537714818,0.5626607209349
14,18.7036148658182,0.423290657438542
14,22.4821514236532,0.264102376109463
15,2.71185484098541,1.00312534289014
15,4.39935660467873,1.00964524170149
15,7.03784180376443,1.00628291729367
15,9.4477523492395,0.862482578103936
15,12.602646950927,0.718095644572031
15,16.2485537714818,0.572432042266087
15,18.7036148658182,0.430641639791475
15,22.4821514236532,0.268688850845081
16,2.71185484098541,-0.0210194744663568
16,4.39935660467873,-0.0186920063017624
16,7.03784180376443,-0.0163455063782294
16,9.4477523492395,-0.0140096927407285
16,12.602646950927,-0.0116643507872141
16,16.2485537714818,-0.00929827132813443
16,18.7036148658182,-0.00699510599747555
16,22.4821514236532,-0.00436443394767139
17,2.71185484098541,1.00312534289014
17,4.39935660467873,1.00964524170149
17,7.03784180376443,0.889592064680528
17,9.4477523492395,0.7624671394301
17,12.602646950927,0.634823642649962
17,16.2485537714818,0.506051522506368
17,18.7036148658182,0.380703457144818
17,22.4821514236532,0.237531081440466
18,2.71185484098541,1.00312534289014
18,4.39935660467873,1.00964524170149
18,7.03784180376443,0.918270991239979
18,9.4477523492395,0.787047775840847
18,12.602646950927,0.655289271052766
18,16.2485537714818,0.52236575801453
18,18.7036148658182,0.392976685427698
18,22.4821514236532,0.245188677220312
19,2.71185484098541,1.00312534289014
19,4.39935660467873,1.00964524170149
19,7.03784180376443,0.951327548835252
19,9.4477523492395,0.81538046889159
19,12.602646950927,0.678878829839505
19,16.2485537714818,0.541170243760234
19,18.7036148658182,0.407123333377285
19,22.4821514236532,0.254015149696841
20,2.71185484098541,1.00312534289014
20,4.39935660467873,1.00964524170149
20,7.03784180376443,0.998081432016988
20,9.4477523492395,0.855453105532888
20,12.602646950927,0.712242965613541
20,16.2485537714818,0.567766562125371
20,18.7036148658182,0.427131790813974
20,22.4821514236532,0.266498962080846
21,2.71185484098541,1.00312534289014
21,4.39935660467873,1.00964524170149
21,7.03784180376443,0.933526397677497
21,9.4477523492395,0.800123146641909
21,12.602646950927,0.666175713355187
21,16.2485537714818,0.531043917320062
21,18.7036148658182,0.399505280051585
21,22.4821514236532,0.249262042229759
22,2.71185484098541,1.00312534289014
22,4.39935660467873,1.00964524170149
22,7.03784180376443,0.908603425445335
22,9.4477523492395,0.778761729315192
22,12.602646950927,0.648390379328021
22,16.2485537714818,0.516866286308755
22,18.7036148658182,0.388839423117929
22,22.4821514236532,0.242607328477106
23,2.71185484098541,1.00312534289014
23,4.39935660467873,1.00964524170149
23,7.03784180376443,0.92524556607691
23,9.4477523492395,0.793025666534504
23,12.602646950927,0.660266411901489
23,16.2485537714818,0.526333300391684
23,18.7036148658182,0.39596147458883
23,22.4821514236532,0.247050967104997
24,2.71185484098541,1.00312534289014
24,4.39935660467873,1.00964524170149
24,7.03784180376443,1.03246308632311
24,9.4477523492395,0.884921535669037
24,12.602646950927,0.736778129419008
